GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
RobotArdu,de.fhg.iais.roberta.mode.sensor.arduino.mbot,GetSampleType,314,0,12,0,33,0,14,0,8,0
RobotArdu,de.fhg.iais.roberta.syntax.sensors.arduino.mbot,GetSampleSensor,471,0,52,0,93,0,46,0,9,0
RobotArdu,de.fhg.iais.roberta.syntax.sensors.arduino.mbot,PIRMotionSensor,29,51,0,0,6,11,2,5,2,5
RobotArdu,de.fhg.iais.roberta.syntax.sensors.arduino.mbot,AmbientLightSensor,36,51,0,0,8,11,2,5,2,5
RobotArdu,de.fhg.iais.roberta.syntax.sensors.arduino.mbot,FlameSensor,29,51,0,0,6,11,2,5,2,5
RobotArdu,de.fhg.iais.roberta.syntax.sensors.arduino.mbot,Joystick,40,76,3,1,6,17,4,5,2,5
RobotArdu,de.fhg.iais.roberta.syntax.actors.arduino.mbot,ExternalLedOffAction,90,0,0,0,21,0,8,0,8,0
RobotArdu,de.fhg.iais.roberta.syntax.actors.arduino.mbot,LedOffAction,62,0,0,0,15,0,7,0,7,0
RobotArdu,de.fhg.iais.roberta.syntax.actors.arduino.mbot,LedOnAction,103,0,0,0,21,0,8,0,8,0
RobotArdu,de.fhg.iais.roberta.syntax.actors.arduino.mbot,DisplayImageAction,118,0,0,0,25,0,8,0,8,0
RobotArdu,de.fhg.iais.roberta.syntax.actors.arduino.mbot,ExternalLedOnAction,141,0,0,0,28,0,9,0,9,0
RobotArdu,de.fhg.iais.roberta.syntax.actors.arduino.mbot,DisplayTextAction,117,0,2,0,24,0,9,0,8,0
RobotArdu,de.fhg.iais.roberta.mode.general.arduino.bob3,PickColor,392,0,4,0,31,0,10,0,8,0
RobotArdu,de.fhg.iais.roberta.mode.sensors.arduino.bob3,GetSampleType,194,0,12,0,25,0,14,0,8,0
RobotArdu,de.fhg.iais.roberta.syntax.actors.arduino,PinWriteValueAction,60,96,0,0,10,26,2,7,2,7
RobotArdu,de.fhg.iais.roberta.syntax.actors.arduino,SerialWriteAction,26,57,0,0,5,12,2,5,2,5
RobotArdu,de.fhg.iais.roberta.components.arduino,MbotConfiguration.Builder,87,33,4,0,15,6,8,3,6,3
RobotArdu,de.fhg.iais.roberta.components.arduino,Bob3Configuration.Builder,14,7,0,0,7,2,7,2,7,2
RobotArdu,de.fhg.iais.roberta.components.arduino,BotNrollConfiguration.Builder,45,75,0,4,7,14,4,7,4,5
RobotArdu,de.fhg.iais.roberta.components.arduino,Bob3Configuration,14,7,0,0,7,2,7,1,7,1
RobotArdu,de.fhg.iais.roberta.components.arduino,ArduinoConfiguration.Builder,0,25,0,0,0,5,0,3,0,3
RobotArdu,de.fhg.iais.roberta.components.arduino,BotNrollConfiguration,75,207,18,14,19,46,16,10,2,8
RobotArdu,de.fhg.iais.roberta.components.arduino,MbotConfiguration,243,15,28,0,56,4,21,3,7,3
RobotArdu,de.fhg.iais.roberta.components.arduino,ArduinoConfiguration,126,30,8,0,19,8,9,6,5,6
RobotArdu,de.fhg.iais.roberta.transformers.arduino,Jaxb2BotNrollConfigurationTransformer,363,161,25,11,68,27,22,7,5,5
RobotArdu,de.fhg.iais.roberta.transformers.arduino,Jaxb2ArduinoConfigurationTransformer,244,0,14,0,43,0,14,0,7,0
RobotArdu,de.fhg.iais.roberta.transformers.arduino,Jaxb2Bob3ConfigurationTransformer,9,0,0,0,4,0,3,0,3,0
RobotArdu,de.fhg.iais.roberta.transformers.arduino,Jaxb2MakeBlockConfigurationTransformer,527,0,34,0,96,0,28,0,10,0
RobotArdu,de.fhg.iais.roberta.syntax.codegen.arduino.botnroll,CppVisitor.new Object() {...},14,97,0,0,0,3,0,1,0,1
RobotArdu,de.fhg.iais.roberta.syntax.codegen.arduino.botnroll,CppVisitor,672,808,102,52,127,177,98,27,24,21
RobotArdu,de.fhg.iais.roberta.syntax.sensors.arduino.bob3,CodePadSensor,11,28,0,0,4,6,2,4,2,4
RobotArdu,de.fhg.iais.roberta.syntax.sensors.arduino.bob3,GetSampleSensor,306,0,30,0,64,0,29,0,10,0
RobotArdu,de.fhg.iais.roberta.factory.arduino.bob3,CompilerWorkflow,405,19,18,0,55,7,15,2,6,2
RobotArdu,de.fhg.iais.roberta.factory.arduino.bob3,Factory,150,85,9,1,25,16,28,3,23,3
RobotArdu,de.fhg.iais.roberta.syntax.expressions.arduino,LedMatrix,164,0,10,0,29,0,15,0,10,0
RobotArdu,de.fhg.iais.roberta.syntax.check.hardware.arduino.mbot,UsedHardwareCollectorVisitor,173,175,10,2,33,30,20,12,14,12
