GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
RobotNAO,de.fhg.iais.roberta.mode.action.nao,Posture,31,185,4,8,3,13,5,7,1,5
RobotNAO,de.fhg.iais.roberta.mode.action.nao,Joint,41,375,6,6,4,37,6,6,1,5
RobotNAO,de.fhg.iais.roberta.mode.action.nao,Camera,31,105,4,8,3,13,5,7,1,5
RobotNAO,de.fhg.iais.roberta.mode.action.nao,Frame,31,121,4,8,3,13,5,7,1,5
RobotNAO,de.fhg.iais.roberta.mode.action.nao,Modus,29,123,3,9,2,14,4,8,1,5
RobotNAO,de.fhg.iais.roberta.mode.action.nao,Move,41,111,6,6,4,12,6,6,1,5
RobotNAO,de.fhg.iais.roberta.mode.action.nao,BodyPart,41,159,6,6,4,12,6,6,1,5
RobotNAO,de.fhg.iais.roberta.components.nao,NAOConfiguration.Builder,47,29,0,0,9,4,5,2,5,2
RobotNAO,de.fhg.iais.roberta.components.nao,SensorType,95,359,12,0,11,26,10,2,4,2
RobotNAO,de.fhg.iais.roberta.components.nao,NAOConfiguration,12,19,0,0,4,6,4,1,4,1
RobotNAO,de.fhg.iais.roberta.factory.nao,Factory,135,201,12,14,21,29,28,14,20,6
RobotNAO,de.fhg.iais.roberta.factory.nao,CompilerWorkflow,70,13,2,0,16,5,6,2,5,2
RobotNAO,de.fhg.iais.roberta.factory.nao,GuiceModule,22,0,0,0,9,0,3,0,3,0
RobotNAO,de.fhg.iais.roberta.syntax.check.hardware.nao,UsedHardwareCollectorVisitor,127,183,0,0,38,42,21,19,21,19
RobotNAO,de.fhg.iais.roberta.mode.sensor.nao,Resolution,72,0,0,0,6,0,5,0,5,0
RobotNAO,de.fhg.iais.roberta.mode.sensor.nao,Camera,56,0,0,0,6,0,5,0,5,0
RobotNAO,de.fhg.iais.roberta.mode.sensor.nao,Position,60,0,0,0,6,0,5,0,5,0
RobotNAO,de.fhg.iais.roberta.mode.sensor.nao,DetectedFaceMode,5,51,0,0,0,6,1,4,1,4
RobotNAO,de.fhg.iais.roberta.mode.sensor.nao,DetectedMarkMode,5,51,0,0,0,6,1,4,1,4
RobotNAO,de.fhg.iais.roberta.mode.sensor.nao,GetSensorSampleType,197,0,12,0,15,0,11,0,5,0
